timestamp,paper,node_id,node_seq,task_id,git_commit,domain,status,summary,evidence,equation_labels,code_block_refs,concept_advance,predecessors,paper_anchor,risk_tier,actor_role,admission_flags,error_db_refs,evidence_sha256,metric_at_landing.name,metric_at_landing.pass,metric_at_landing.threshold,metric_at_landing.value,notes,row_hash,runtime_metadata.allocation,runtime_metadata.az_git_commit,runtime_metadata.basedir,runtime_metadata.checkpoints_reread_by_validator,runtime_metadata.closing_check.command,runtime_metadata.closing_check.timeout_s,runtime_metadata.closing_check_note,runtime_metadata.compiler_or_interpreter,runtime_metadata.cpu_budget,runtime_metadata.cpus_per_task,runtime_metadata.device,runtime_metadata.dtype,runtime_metadata.elapsed,runtime_metadata.key_libraries,runtime_metadata.l40s_admitted_by,runtime_metadata.language,runtime_metadata.n9,runtime_metadata.n_all,runtime_metadata.n_rectangular,runtime_metadata.nlwp_max,runtime_metadata.nlwp_samples,runtime_metadata.o30_reappend_of_row_hash,runtime_metadata.out_of_set_keys_gatekeeper,runtime_metadata.out_of_set_keys_selfplay,runtime_metadata.policy_check,runtime_metadata.result_row,runtime_metadata.slurm_job,runtime_metadata.slurm_job_id,runtime_metadata.torch,runtime_metadata.train_py_sha256_after,runtime_metadata.train_py_sha256_before,verification.command,verification.timeout_s,verification_run.command,verification_run.duration_s,verification_run.exit_code,verification_run.output_sha256,verification_run.output_tail,verification_run.ran_at
2026-09-04T02:43:42.492955+00:00,arxiv-1902.10565,arxiv-1902.10565::train_optimizer_schedule,3,paper_code_map,ba7917a,numerical,preliminary,"train.py defaults: SGD momentum 0.9 (opt-in AdamW/Muon/NorMuon/Aurora), Lookahead k=6 alpha=0.5, per-sample lr 3e-5 x lr_scale x sqrt(batch/256), 9-step warmup ramp to 2M samples, -lr-scale / -lr-scale-auto2 / -lr-schedule, head lr factor 0.5, decoupled weight decay 0.00125 with attn group 0.5, SWA via -swa-period-samples, fp16/bf16 optional, torch.compile on unless -no-compile; transformer knobs -attn-logit-penalty-cap (off) vs export bound 2.5e4 Warm-up scale reaches 1.0 only past 2,000,000 samples (train.py:1074-1079): strength before that is pipeline verification, so eval_improvement must report samples vs the warm-up.",results/ktg/paper_1902.10565/evidence/decomposition/audit_paper_code_map.md,,,False,[],"python/train.py:83-114,132,140-143,374,523-564,632-750,840-844,938-942,1046-1141; python/muon/muon.py",R1,worker,,,7f29cb1c3c27804d8bb09ea766b2bfa390b415429eef332334cf7334c9a74564,,,,,Reconciled 2026-09-04 per results/ktg/paper_1902.10565/evidence/decomposition/dag_reconciliation.md (seat A + seat B adjudication). Kept; made a root (seat B): train.py defaults do not depend on the trunk. Amended with the 2M-sample warm-up fact (seat A).,2b2e3975abcf78628d05db38b025a3120ac3097420174f5ea22d0a27168173ce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sed -n 1076,1079p ref-code/lightvector-KataGo/python/train.py | grep -q 2000000 && grep -q 'momentum=0.9' ref-code/lightvector-KataGo/python/train.py",60,"sed -n 1076,1079p ref-code/lightvector-KataGo/python/train.py | grep -q 2000000 && grep -q 'momentum=0.9' ref-code/lightvector-KataGo/python/train.py",0.07,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,2026-09-04T02:43:42+00:00
2026-09-04T02:43:42.612293+00:00,arxiv-1902.10565,arxiv-1902.10565::selfplay_search_params,2,paper_code_map,ba7917a,numerical,preliminary,"Search/thread keys of selfplay1_maxsize9.cfg and gatekeeper1_maxsize9.cfg as shipped (numGameThreads 128, numSearchThreads 1, nnMaxBatchSize 128, maxVisits 600/150, numNNServerThreadsPerModel 1, cudaDeviceToUse* commented out) and the OS-thread model: selfplay = numGameThreads + nnServer threads per model + 1 dataWrite per model (selfplaymanager.cpp:156) + 1 modelLoad (selfplay.cpp:364) + main; gatekeeper = numGameThreads + 2 x nnServer (two models) + 1 dataWrite (gatekeeper.cpp:548) + main. 24-CPU cap => numGameThreads 18 for BOTH selfplay (22 threads, +2 transient at net switch) and gatekeeper (22 threads); the pass-1 gatekeeper value 20 omitted the data-write thread (20+2+1+1 = 24, no margin).",results/ktg/paper_1902.10565/evidence/decomposition/audit_loop_scripts_configs.md,,,False,[],"cpp/configs/training/selfplay1_maxsize9.cfg:84,115-124; gatekeeper1_maxsize9.cfg:18,49-57; cpp/command/selfplay.cpp:360-364; cpp/search/searchmultithreadhelpers.cpp:40-52; cpp/program/setup.cpp:194,203; cpp/program/selfplaymanager.cpp:156",R1,worker,,,34dc4af177588d3beb36f9cf31ef056490cf587a1526f138ab5298a4e9900519,,,,,Reconciled 2026-09-04 per results/ktg/paper_1902.10565/evidence/decomposition/dag_reconciliation.md (seat A + seat B adjudication). Amended: gatekeeper numGameThreads 20 -> 18 (both seats). Compliance is admitted only from ps -o nlwp on live processes (claim c06).,161709c27363e5324ed36144c5a3d8993ee6fc5c93f911d2942d0480d019e770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sed -n 548p ref-code/lightvector-KataGo/cpp/command/gatekeeper.cpp | grep -q 'std::thread newThread(dataWriteLoopProtected)' && sed -n 156p ref-code/lightvector-KataGo/cpp/program/selfplaymanager.cpp | grep -q 'std::thread newThread(dataWriteLoop' && sed -n 84p ref-code/lightvector-KataGo/cpp/configs/training/selfplay1_maxsize9.cfg | grep -q 'numGameThreads = 128' && sed -n 364p ref-code/lightvector-KataGo/cpp/command/selfplay.cpp | grep -q modelLoadLoopThread,60,sed -n 548p ref-code/lightvector-KataGo/cpp/command/gatekeeper.cpp | grep -q 'std::thread newThread(dataWriteLoopProtected)' && sed -n 156p ref-code/lightvector-KataGo/cpp/program/selfplaymanager.cpp | grep -q 'std::thread newThread(dataWriteLoop' && sed -n 84p ref-code/lightvector-KataGo/cpp/configs/training/selfplay1_maxsize9.cfg | grep -q 'numGameThreads = 128' && sed -n 364p ref-code/lightvector-KataGo/cpp/command/selfplay.cpp | grep -q modelLoadLoopThread,0.113,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,2026-09-04T02:43:42+00:00
2026-09-04T02:43:42.774302+00:00,arxiv-1902.10565,arxiv-1902.10565::game_randomization_9x9,2,paper_code_map,ba7917a,numerical,preliminary,"Game-init keys in v1.18.2 selfplay cfg: bSizes/bSizeRelProbs/allowRectangleProb (7,8,9 / 1,1,8 / 0.50 in the maxsize9 preset), komiAuto true, komiStdev 1.0, komiBigStdevProb 0.06 / komiBigStdev 12, handicapProb 0.10 (paper: 0 free moves at b<=10 so a no-op on 9x9), forkCompensateKomiProb 0.80, chosenMoveTemperature 0.15/Early 0.75/Halflife 19, startPosesProb and hintPosesProb disabled; a 9x9-only run replaces the board keys with bSizes=9, bSizeRelProbs=1, allowRectangleProb=0 dataBoardLen ships as 19 (selfplay1_maxsize9.cfg:16) and must become 9 together with train.py -pos-len 9.",results/ktg/paper_1902.10565/evidence/decomposition/audit_loop_scripts_configs.md,,,False,[],"cpp/configs/training/selfplay1_maxsize9.cfg:37,45,95-108,138-142; paper l.644-665 (background)",R0,worker,,,34dc4af177588d3beb36f9cf31ef056490cf587a1526f138ab5298a4e9900519,,,,,Reconciled 2026-09-04 per results/ktg/paper_1902.10565/evidence/decomposition/dag_reconciliation.md (seat A + seat B adjudication). Kept (both seats).,7f58aa1a5e2e003597dbeff991627ce342eb9b3a38d87db2a9fcc79946d0a619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sed -n 95,97p ref-code/lightvector-KataGo/cpp/configs/training/selfplay1_maxsize9.cfg | grep -q 'bSizes = 7,8,9' && sed -n 97p ref-code/lightvector-KataGo/cpp/configs/training/selfplay1_maxsize9.cfg | grep -q 'allowRectangleProb = 0.50' && sed -n 16p ref-code/lightvector-KataGo/cpp/configs/training/selfplay1_maxsize9.cfg | grep -q 'dataBoardLen = 19'",60,"sed -n 95,97p ref-code/lightvector-KataGo/cpp/configs/training/selfplay1_maxsize9.cfg | grep -q 'bSizes = 7,8,9' && sed -n 97p ref-code/lightvector-KataGo/cpp/configs/training/selfplay1_maxsize9.cfg | grep -q 'allowRectangleProb = 0.50' && sed -n 16p ref-code/lightvector-KataGo/cpp/configs/training/selfplay1_maxsize9.cfg | grep -q 'dataBoardLen = 19'",0.09,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,2026-09-04T02:43:42+00:00
2026-09-04T02:43:42.923635+00:00,arxiv-1902.10565,arxiv-1902.10565::gating_rule,2,paper_code_map,ba7917a,numerical,preliminary,"Gating in v1.18.2: numGamesPerGating 200 (gatekeeper1_maxsize9.cfg:20), -required-candidate-win-prop default 0.5 (CLI, not passed by synchronous_loop.sh), candidate wins ties (gatekeeper.cpp:580), maxVisits 150, handicapProb 0; candidate dir renamed into accepted-models-dir or rejected-models-dir. Empty accepted-models-dir does NOT skip gating and does NOT error: LoadModel::findLatestModel returns true unconditionally with modelName 'random' / modelFile '/dev/null' (loadmodel.cpp:77-93), setup.cpp:126 turns '/dev/null' into debugSkipNeuralNet (random play), so cycle 1 gates the first candidate against a random-play baseline; the 'No accepted model' branch (gatekeeper.cpp:398-402) is unreachable. Returns 0 with -quit-if-no-nets-to-test when modelstobetested is empty.",results/ktg/paper_1902.10565/evidence/decomposition/audit_loop_scripts_configs.md,,,False,[],"cpp/command/gatekeeper.cpp:271,399-402,516-525,591-598,623-648; cpp/configs/training/gatekeeper1_maxsize9.cfg:18-24,44-45,49; paper l.667-681 (background: 100/200 rule)",R0,worker,,,34dc4af177588d3beb36f9cf31ef056490cf587a1526f138ab5298a4e9900519,,,,,"Reconciled 2026-09-04 per results/ktg/paper_1902.10565/evidence/decomposition/dag_reconciliation.md (seat A + seat B adjudication). Amended: both passes misread the empty-models/ case ('skips' in pass 1, 'requires an accepted model' in pass 2); seat A's reading verified here in the mirror. Runtime confirmation: gatekeeper log 'Loaded accepted neural net random' in the smoke cycle (obligation o19).",fb3e2a965f0d2b39190e2b3c333e538d34284e2ea394f505bd29dac0ced6b9f0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sed -n 93p ref-code/lightvector-KataGo/cpp/dataio/loadmodel.cpp | grep -q 'return true' && sed -n 77,78p ref-code/lightvector-KataGo/cpp/dataio/loadmodel.cpp | grep -q '/dev/null' && sed -n 126p ref-code/lightvector-KataGo/cpp/program/setup.cpp | grep -q '/dev/null' && sed -n 20p ref-code/lightvector-KataGo/cpp/configs/training/gatekeeper1_maxsize9.cfg | grep -q 'numGamesPerGating = 200' && sed -n 580p ref-code/lightvector-KataGo/cpp/command/gatekeeper.cpp | grep -q requiredCandidateWinProp",60,"sed -n 93p ref-code/lightvector-KataGo/cpp/dataio/loadmodel.cpp | grep -q 'return true' && sed -n 77,78p ref-code/lightvector-KataGo/cpp/dataio/loadmodel.cpp | grep -q '/dev/null' && sed -n 126p ref-code/lightvector-KataGo/cpp/program/setup.cpp | grep -q '/dev/null' && sed -n 20p ref-code/lightvector-KataGo/cpp/configs/training/gatekeeper1_maxsize9.cfg | grep -q 'numGamesPerGating = 200' && sed -n 580p ref-code/lightvector-KataGo/cpp/command/gatekeeper.cpp | grep -q requiredCandidateWinProp",0.133,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,2026-09-04T02:43:42+00:00
2026-09-04T02:43:43.111636+00:00,arxiv-1902.10565,arxiv-1902.10565::train_resume_semantics,2,paper_code_map,ba7917a,numerical,preliminary,"train.py resumes unconditionally from <traindir>/checkpoint.ckpt (model config then comes from the checkpoint, -model-kind ignored), rotates 4 short-term checkpoints, writes longterm_checkpoints every 12 h, exports model.ckpt every epochs_per_export (default 1), and -stop-when-train-bucket-limited makes it exit instead of sleeping; no TensorBoard, metrics are metrics_train.json / metrics_val.json",results/ktg/paper_1902.10565/evidence/decomposition/audit_loop_scripts_configs.md,,,False,[],"python/train.py:81,122,124,434-439,573-578,614-622,780-796,850,1206-1213,1350-1351,1440-1451,1845-1889; python/katago/utils/training_data_generator.py:12-20",R1,worker,,,34dc4af177588d3beb36f9cf31ef056490cf587a1526f138ab5298a4e9900519,,,,,Reconciled 2026-09-04 per results/ktg/paper_1902.10565/evidence/decomposition/dag_reconciliation.md (seat A + seat B adjudication). Kept (both seats).,82069ea795eb29e6a4e74ba9473fabfb937d169792589c707c135ed448b15bd8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sed -n 780p ref-code/lightvector-KataGo/python/train.py | grep -q get_checkpoint_path && sed -n 1884p ref-code/lightvector-KataGo/python/train.py | grep -q 'hours=12' && sed -n 850p ref-code/lightvector-KataGo/python/train.py | grep -q 'state_dict\[""config""\]'",60,"sed -n 780p ref-code/lightvector-KataGo/python/train.py | grep -q get_checkpoint_path && sed -n 1884p ref-code/lightvector-KataGo/python/train.py | grep -q 'hours=12' && sed -n 850p ref-code/lightvector-KataGo/python/train.py | grep -q 'state_dict\[""config""\]'",0.094,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,2026-09-04T02:43:43+00:00
2026-09-04T02:43:43.263084+00:00,arxiv-1902.10565,arxiv-1902.10565::data_format_pos_len,2,paper_code_map,ba7917a,numerical,preliminary,"Training-row layout at posLen L: binaryInputNCHWPacked 22*ceil(L^2/8) B, globalInputNC 76 B, policyTargetsNCMove 4(L^2+1) B, globalTargetsNC 320 B, scoreDistrN 2L^2+120 B, valueTargetsNCHW 5L^2 B, qValueTargetsNCMove 6(L^2+1) B => 7675 B (L=19) vs 2145 B (L=9), compressed x0.12; dataBoardLen (cfg) must equal -pos-len (train.py), asserted at data_processing_pytorch.py:91; rows/turn = floor(w)+Bernoulli(frac(w)) with w=0 on cheap-search turns The assert fires in training (data_processing_pytorch.py:91), not in shuffle, so this node also feeds train_stage; upstream train.sh:88 hard-codes -pos-len 19.",results/ktg/paper_1902.10565/evidence/decomposition/audit_loop_scripts_configs.md,,,False,[],"cpp/dataio/trainingwrite.cpp:288-334,1030,1092-1096,1206-1251; python/shuffle.py:39-47; python/katago/train/data_processing_pytorch.py:91; cpp/configs/training/selfplay1_maxsize9.cfg:10-16; python/selfplay/train.sh:88",R1,worker,,,34dc4af177588d3beb36f9cf31ef056490cf587a1526f138ab5298a4e9900519,,,,,Reconciled 2026-09-04 per results/ktg/paper_1902.10565/evidence/decomposition/dag_reconciliation.md (seat A + seat B adjudication). Kept (both seats); the 2145-byte arithmetic is verified at append; the real-npz check is paper_code_map_training assertion 3.,b76e4b5c6b038ba3b2278e716429350b1a6cd48253632a857ebf3aba919de1d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sed -n 91p ref-code/lightvector-KataGo/python/katago/train/data_processing_pytorch.py | grep -q 'pos_len \* pos_len + 7' && sed -n 88p ref-code/lightvector-KataGo/python/selfplay/train.sh | grep -q -- '-pos-len 19' && python3 -c 'L=9; assert 22*((L*L+7)//8)+76+4*(L*L+1)+320+2*L*L+120+5*L*L+6*(L*L+1)==2145',60,sed -n 91p ref-code/lightvector-KataGo/python/katago/train/data_processing_pytorch.py | grep -q 'pos_len \* pos_len + 7' && sed -n 88p ref-code/lightvector-KataGo/python/selfplay/train.sh | grep -q -- '-pos-len 19' && python3 -c 'L=9; assert 22*((L*L+7)//8)+76+4*(L*L+1)+320+2*L*L+120+5*L*L+6*(L*L+1)==2145',0.105,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,2026-09-04T02:43:43+00:00
2026-09-04T02:43:43.427619+00:00,arxiv-1902.10565,arxiv-1902.10565::training_window_shuffle,2,paper_code_map,ba7917a,numerical,preliminary,"shuffle.py window: -keep-target-rows (required; loop passes 600000), -min-rows (loop 100000; default 250000), -taper-window-scale (loop 50000), -expand-window-per-row 1.0, -taper-window-exponent 1.0, -approx-rows-per-out-file 70000, -num-processes; output shuffleddata/<ts>/data*.npz + <ts>.json range; refuses non-empty out-dir; the paper's N_window formula (l.638) is superseded by these flags Random-play rows are capped at min_rows inside the shuffler (shuffle.py:1058,1077 num_random_rows_capped), so a long random bootstrap cannot flood the window. SHUFFLE_KEEPROWS must exceed MAX_TRAIN_SAMPLES_PER_CYCLE (synchronous_loop.sh:66 comment). -exclude-qvalues (shuffle.py:801) is an [OPEN] option for nets without predict_q_values.",results/ktg/paper_1902.10565/evidence/decomposition/audit_loop_scripts_configs.md,,,False,[],"python/shuffle.py:420-421,777-791,812-815,862-867,1079-1083,1213-1239,1330-1335; python/selfplay/synchronous_loop.sh:58,63,65-66,105; python/selfplay/cleanup_old_dirs.py:12-24",R0,worker,,,34dc4af177588d3beb36f9cf31ef056490cf587a1526f138ab5298a4e9900519,,,,,Reconciled 2026-09-04 per results/ktg/paper_1902.10565/evidence/decomposition/dag_reconciliation.md (seat A + seat B adjudication). Amended with the random-row cap (seat A) and keep > cap rule (seat B).,7fa3b46690fb1a5b84ac48380b5a469f5f4fc03a190724fed148af58ee4fc6ed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sed -n 1077p ref-code/lightvector-KataGo/python/shuffle.py | grep -q 'min(num_random_rows_capped + num_rows, min_rows)' && sed -n 66p ref-code/lightvector-KataGo/python/selfplay/synchronous_loop.sh | grep -q 'Needs to be larger' && sed -n 801p ref-code/lightvector-KataGo/python/shuffle.py | grep -q 'exclude-qvalues'",60,"sed -n 1077p ref-code/lightvector-KataGo/python/shuffle.py | grep -q 'min(num_random_rows_capped + num_rows, min_rows)' && sed -n 66p ref-code/lightvector-KataGo/python/selfplay/synchronous_loop.sh | grep -q 'Needs to be larger' && sed -n 801p ref-code/lightvector-KataGo/python/shuffle.py | grep -q 'exclude-qvalues'",0.087,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,2026-09-04T02:43:43+00:00
2026-09-04T02:43:43.567704+00:00,arxiv-1902.10565,arxiv-1902.10565::env_build,2,env_build,ba7917a,numerical,solid,"Toolchain on one B200 node under /scratch/schmidt/ssci-anima/ssci-haiyangw/ktg-train: venv (python 3.11.9, torch 2.11.0+cu128, nvidia-cudnn-cu12 9.19.0, numpy 2.4.6, scipy, psutil, packaging, sgfmill) + KataGo v1.18.2 (fd0723fd) cpp built with -DUSE_BACKEND=CUDA against the pip cuDNN (explicit -DCUDNN_LIBRARY), CUTLASS fused FFN on, plus codes/env/cmake-sm100.diff adding 100 to the CUDA-12.8 CMAKE_CUDA_ARCHITECTURES list (CMakeLists.txt:761, plain set() shadows -D flags). Smoke (job 298018): katago version + runtests, cuobjdump sm_100 ELF count 2, random-init b7c96h3tfrs export -> benchmark 2322 visits/s at 9x9 -> gtp genmove '= H7', torch fwd/bwd at pos_len 9 (825837 params). Absorbs pass-2 provision_cuda_environment / build_cuda_backend and seat B's cuda_arch_sm100_gate (one sbatch, one result row env-toolchain-b200). No TCMalloc ([OPEN] o20).",results/ktg/paper_1902.10565/evidence/env/smoke.txt,,,False,[],"cpp/CMakeLists.txt:761,1124-1128; cpp/neuralnet/cudabackend.cpp:13; codes/env/env_build.sbatch; Compiling.md:39",R2,worker,,,6573236406e6f452518db5feaaec26ac9770d96b4d195b25ccbfa52ea51badfe,,,,,"Reconciled 2026-09-04 per results/ktg/paper_1902.10565/evidence/decomposition/dag_reconciliation.md (seat A + seat B adjudication). Promoted hypothesis -> solid on result row env-toolchain-b200 (status empirical, verifier pass, evidence smoke.txt sha256 6573236406e6f452518db5feaaec26ac9770d96b4d195b25ccbfa52ea51badfe). Closes claims c01, c02.",9d85c641e543edcf441ae910d26b45a29776bab36f8b60a5d472537b3b1b8d28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test -x /scratch/schmidt/ssci-anima/ssci-haiyangw/ktg-train/build/KataGo/cpp/build/katago && grep -q 'SMOKE RESULT: PASS' results/ktg/paper_1902.10565/evidence/env/smoke.txt && grep -q 'grep -c sm_100 = 2' results/ktg/paper_1902.10565/evidence/env/smoke.txt && grep -q 'CUDNN_MAJOR 9' results/ktg/paper_1902.10565/evidence/env/toolchain-298018.txt,60,test -x /scratch/schmidt/ssci-anima/ssci-haiyangw/ktg-train/build/KataGo/cpp/build/katago && grep -q 'SMOKE RESULT: PASS' results/ktg/paper_1902.10565/evidence/env/smoke.txt && grep -q 'grep -c sm_100 = 2' results/ktg/paper_1902.10565/evidence/env/smoke.txt && grep -q 'CUDNN_MAJOR 9' results/ktg/paper_1902.10565/evidence/env/toolchain-298018.txt,0.096,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,2026-09-04T02:43:43+00:00
2026-09-04T02:43:43.719521+00:00,arxiv-1902.10565,arxiv-1902.10565::cfg_9x9_override,2,cfg_9x9_override,ba7917a,numerical,hypothesis,"Mission-owned codes/cfg/selfplay_9x9.cfg, codes/cfg/gatekeeper_9x9.cfg and codes/loop/train_9x9.sh derived from cpp/configs/training/{selfplay1,gatekeeper1}_maxsize9.cfg and python/selfplay/train.sh with bSizes=9, bSizeRelProbs=1, allowRectangleProb=0, dataBoardLen=9, -pos-len 9, numGameThreads 18 (selfplay AND gatekeeper), numSearchThreads 1, numNNServerThreadsPerModel 1, OMP_NUM_THREADS=MKL_NUM_THREADS=4, -data-prefetch-depth default; key-diff against upstream touches only the whitelisted keys; a 1-game parse run writes only SZ[9]. Absorbs pass-2 author_9x9_selfplay_config / author_9x9_gatekeeper_config / author_9x9_train_wrapper and the thread keys of assign_node_resources.",,,,False,"[""arxiv-1902.10565::selfplay_search_params"", ""arxiv-1902.10565::game_randomization_9x9"", ""arxiv-1902.10565::gating_rule"", ""arxiv-1902.10565::data_format_pos_len"", ""arxiv-1902.10565::env_build""]","cpp/configs/training/selfplay1_maxsize9.cfg:16,84,95-97,116,123; gatekeeper1_maxsize9.cfg:18,20,38-40,50; python/selfplay/train.sh:88",R1,worker,,,,,,,,Reconciled 2026-09-04 per results/ktg/paper_1902.10565/evidence/decomposition/dag_reconciliation.md (seat A + seat B adjudication). Edge added: env_build -> cfg_9x9_override (the parse run needs the binary). Gatekeeper threads 20 -> 18. closing_check: bash results/ktg/paper_1902.10565/codes/eval/check_cfg_9x9.sh && test $(grep -c -- '-pos-len 9' results/ktg/paper_1902.10565/codes/loop/train_9x9.sh) -eq 1 && grep -q '^numGameThreads = 18' results/ktg/paper_1902.10565/codes/cfg/gatekeeper_9x9.cfg,52cbd48753e8be26b9552f8ad02c19d73509dd282d1d67e14eeaf5c4f6bebc97,,,,,bash results/ktg/paper_1902.10565/codes/eval/check_cfg_9x9.sh && test $(grep -c -- '-pos-len 9' results/ktg/paper_1902.10565/codes/loop/train_9x9.sh) -eq 1 && grep -q '^numGameThreads = 18' results/ktg/paper_1902.10565/codes/cfg/gatekeeper_9x9.cfg,3600,not executable before the node's work exists; the gate runs it when the closing row is appended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:43:43.770026+00:00,arxiv-1902.10565,arxiv-1902.10565::tiny_model_export_smoke,3,tiny_model_export_smoke,ba7917a,numerical,hypothesis,"Random-init b7c96h3tfrs: export_model_pytorch.py -export-random-initialized-model -> model.bin(.gz) whose block-kind histogram is exactly {transformer_attention_block: 7, transformer_ffn_block: 7}; the C++ reader accepts it (desc.cpp:1521-1557) and katago benchmarknn -boardsize 9 -require-exact-nnlen -batch-size 2 -json runs on CUDA (>0 nnEvals/s), plus a 9x9 gtp genmove. Negative fixture: the same export for b5c48h3tfr on the same binary must reproduce 'Non-SwiGLU transformer FFN is not yet supported' (o23). Absorbs pass-2 export_tiny_transformer_smoke + load_tiny_transformer_smoke (one job; export-vs-load failure modes are told apart by the error ledger).",,,,False,"[""arxiv-1902.10565::env_build"", ""arxiv-1902.10565::select_transformer_ladder""]","python/export_model_pytorch.py:34-42,469-504; cpp/neuralnet/desc.cpp:1521,1542,1557; cpp/command/benchmark.cpp:199-206",R2,worker,,,,,,,,"Reconciled 2026-09-04 per results/ktg/paper_1902.10565/evidence/decomposition/dag_reconciliation.md (seat A + seat B adjudication). Edge removed: cfg_9x9_override -> tiny_model_export_smoke (benchmarknn uses its own cfg; lets the two READY nodes run in parallel, DESIGN section 6). Predecessor re-pointed from the b5 trunk to select_transformer_ladder. closing_check: bash results/ktg/paper_1902.10565/codes/eval/export_smoke.sh b7c96h3tfrs && python3 results/ktg/paper_1902.10565/codes/eval/check_export_blocks.py /scratch/schmidt/ssci-anima/ssci-haiyangw/ktg-train/runtime/smoke/x/model.bin",a896e0d28e8bd95cca84e6b3898545deb0f53b34c3454cb08530aace64678089,,,,,bash results/ktg/paper_1902.10565/codes/eval/export_smoke.sh b7c96h3tfrs && python3 results/ktg/paper_1902.10565/codes/eval/check_export_blocks.py /scratch/schmidt/ssci-anima/ssci-haiyangw/ktg-train/runtime/smoke/x/model.bin,3600,not executable before the node's work exists; the gate runs it when the closing row is appended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:43:43.831461+00:00,arxiv-1902.10565,arxiv-1902.10565::loop_resume_under_walltime,2,loop_resume_under_walltime,ba7917a,numerical,hypothesis,"Slurm wrapper codes/loop/loop.sbatch: --time 2-23:30:00 --gres gpu:1 --cpus-per-task 24 --mem 120G, partition b300 else b200, compute-budget check.sh before every sbatch, self-resubmit with --dependency=afterany, stale shuffleddata/*.tmp and orphan *.exported cleanup on start, BASEDIR/.failcount consecutive-failure counter, STOP-file guard; runs the mission copy of synchronous_loop.sh which copies cpp/build/katago (not cpp/katago, upstream :81) and points SELFPLAY_CONFIG/GATING_CONFIG at the 9x9 cfgs; export helper reordered (mv before rm, upstream :89 vs :108). Encodes the run contract (<= 4 GPU, <= 24 CPU, <= 72 h, b300 -> b200) — absorbs pass-2 freeze_run_contract. Static evidence only; the executed kill/resume proof is verify_preemption_resume.",,,,False,"[""arxiv-1902.10565::train_resume_semantics"", ""arxiv-1902.10565::env_build""]","python/train.py:573-574,780-796,850; cpp/dataio/trainingwrite.cpp:1093-1096; python/selfplay/shuffle.sh:105; python/selfplay/export_model_for_selfplay.sh:54-56,89,108",R2,worker,,,,,,,,"Reconciled 2026-09-04 per results/ktg/paper_1902.10565/evidence/decomposition/dag_reconciliation.md (seat A + seat B adjudication). Split (seat A): wrapper here, executed resume test in verify_preemption_resume; freeze_run_contract merged in (limits live in check.sh + mission.json). closing_check: bash -n results/ktg/paper_1902.10565/codes/loop/loop.sbatch && grep -q afterany results/ktg/paper_1902.10565/codes/loop/loop.sbatch && grep -q failcount results/ktg/paper_1902.10565/codes/loop/loop.sbatch && grep -q 'cpp/build/katago' results/ktg/paper_1902.10565/codes/loop/synchronous_loop_9x9.sh && ! grep -q 'cpp/katago""' results/ktg/paper_1902.10565/codes/loop/synchronous_loop_9x9.sh && bash .claude/skills/compute-budget/check.sh --gpus 1 --cpus 24 --partition b200",cace1c9b974793a0f5867f4b038dac74794d066b180344990a6ed6266a50b377,,,,,"bash -n results/ktg/paper_1902.10565/codes/loop/loop.sbatch && grep -q afterany results/ktg/paper_1902.10565/codes/loop/loop.sbatch && grep -q failcount results/ktg/paper_1902.10565/codes/loop/loop.sbatch && grep -q 'cpp/build/katago' results/ktg/paper_1902.10565/codes/loop/synchronous_loop_9x9.sh && ! grep -q 'cpp/katago""' results/ktg/paper_1902.10565/codes/loop/synchronous_loop_9x9.sh && bash .claude/skills/compute-budget/check.sh --gpus 1 --cpus 24 --partition b200",3600,not executable before the node's work exists; the gate runs it when the closing row is appended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
